0,9877.11,1229.93
0.1,9631.43,1228.86
0.2,9263.07,1227.79
0.3,8772.14,1226.72
0.4,8158.75,1225.64
0.5,7423,1224.57
0.6,6565,1223.5
0.7,5584.85,1222.43
0.8,4482.68,1221.36
0.9,3258.57,1220.29
1,1912.64,1219.22
1.1,444.993,1218.15
1.2,-1144.26,1217.07
