0,999.623,13.769
0.1,998.492,17.538
0.2,996.231,21.307
0.3,992.462,25.076
0.4,986.808,28.845
0.5,978.894,32.614
0.6,968.34,36.383
0.7,954.772,40.152
0.8,937.812,43.921
0.9,917.082,47.69
1,892.207,51.459
1.1,862.808,55.228
1.2,828.51,58.997
1.3,788.936,62.766
1.4,743.708,66.535
1.5,692.45,70.304
1.6,634.784,74.073
1.7,570.334,77.842
1.8,498.723,81.611
1.9,419.574,85.38
2,332.51,89.149
2.1,237.154,92.918
2.2,133.13,96.687
2.3,20.06,100.456
2.4,-102.432,104.225
